id	name_jp	name	tag
706	マイク	Mic	
707	腕章	Armband	
708	武器・0x2C4	Weapon 0x2C4	
709	武器・0x2C5	Weapon 0x2C5	
710	武器・0x2C6	Weapon 0x2C6	
711	武器・0x2C7	Weapon 0x2C7	
712	武器・0x2C8	Weapon 0x2C8	
713	武器・0x2C9	Weapon 0x2C9	
714	武器・0x2CA	Weapon 0x2CA	
715	武器・0x2CB	Weapon 0x2CB	
716	武器・0x2CC	Weapon 0x2CC	
717	武器・0x2CD	Weapon 0x2CD	
718	武器・0x2CE	Weapon 0x2CE	
719	武器・0x2CF	Weapon 0x2CF	
720	武器・0x2D0	Weapon 0x2D0	
721	武器・0x2D1	Weapon 0x2D1	
722	武器・0x2D2	Weapon 0x2D2	
723	武器・0x2D3	Weapon 0x2D3	
724	武器・0x2D4	Weapon 0x2D4	
725	武器・0x2D5	Weapon 0x2D5	
726	武器・0x2D6	Weapon 0x2D6	
727	武器・0x2D7	Weapon 0x2D7	
728	武器・0x2D8	Weapon 0x2D8	
729	武器・0x2D9	Weapon 0x2D9	
730	武器・0x2DA	Weapon 0x2DA	
731	武器・0x2DB	Weapon 0x2DB	
732	武器・0x2DC	Weapon 0x2DC	
733	武器・0x2DD	Weapon 0x2DD	
734	武器・0x2DE	Weapon 0x2DE	
735	武器・0x2DF	Weapon 0x2DF	
736	武器・0x2E0	Weapon 0x2E0	
737	武器・0x2E1	Weapon 0x2E1	
738	武器・0x2E2	Weapon 0x2E2	
739	武器・0x2E3	Weapon 0x2E3	
740	武器・0x2E4	Weapon 0x2E4	
741	武器・0x2E5	Weapon 0x2E5	
742	武器・0x2E6	Weapon 0x2E6	
743	武器・0x2E7	Weapon 0x2E7	
744	武器・0x2E8	Weapon 0x2E8	
745	武器・0x2E9	Weapon 0x2E9	
746	武器・0x2EA	Weapon 0x2EA	
747	武器・0x2EB	Weapon 0x2EB	
748	旧・マイク	Old Mic	
749	旧・腕章	Old Armband	
750	旧スレッジハンマ	Old Mallet	
751	旧ブラスナックル	Old Knuckles	
752	旧・十文字槍	Old Cross Spear	
753	旧・レイピア	Old Rapier	
754	旧・練習用和長弓	Old Practice Bow	
755	旧ショートソード	Old Shortsword	
756	旧・チョーク	Old Chalk	
757	旧３連装アルビオ	Old Albireo	
758	旧とげとげパンチ	Old Spikefist	
759	旧・ナンブ２	Old Nambu 2	
760	旧・パイプ椅子	Old Folding Chair	
761	旧・京扇子	Old Kyo Sensu	
762	旧・革靴	Old Shoes	
763	旧ソニックナイフ	Old Sylph Blade	
764	旧モンキーレンチ	Old Wrench	
765	旧・模造刀	Old Faux Katana	
766	旧・ゴルフクラブ	Old Golf Club	
767	武器・0x2FF	Weapon 0x2FF	
768	防具開始	Armor Start	
769	ノベリティパーカー	Novelty Hoodie	
770	スタッフジャンパー	Staff Sweater	
771	防具・0x303	Armor 0x303	
772	極厚ダウンコート	Puffy Down Coat	
773	強化鎖かたびら	Fitted Chainmail	
774	ケブラーベスト	Aramid Vest	
775	サバイバルガード	Survival Guard	
776	迷彩ポンチョ	Camo Poncho	
777	防具・0x309	Armor 0x309	
778	強化防護服	Enhanced Armor	
779	ハードアーマー	Hard Armor	
780	仮・男女共用６	(prov) Unisex 6	
781	希望のシャツ	Hope Shirt	
782	ソウルベスト	Soul Vest	
783	オペラコート	Opera Coat	
784	エゴイストコート	Egoist Coat	
785	前衛的ベスト	Vogue Vest	
786	アカシックシャツ	Akashic Shirt	
787	カイザーアーマー	Kaiser Armor	
788	法王の衣	Papal Robe	
789	防具・0x315	Armor 0x315	
790	レジスタンスの鎧	Resistance Armor	
791	団結のシャツ	Unity Shirt	
792	成長のシャツ	Growth Shirt	
793	ハイカラな肌着	Trendy Shirt	
794	仮・Ｄ２速強防具	(prov) D2 Spd Amr	
795	仮・Ｄ２魔強防具	(prov) D2 Res Amr	
796	防具・0x31C	Armor 0x31C	
797	防具・0x31D	Armor 0x31D	
798	防具・0x31E	Armor 0x31E	
799	防具・0x31F	Armor 0x31F	
800	防具・0x320	Armor 0x320	
801	防具・0x321	Armor 0x321	
802	防具・0x322	Armor 0x322	
803	防具・0x323	Armor 0x323	
804	防具・0x324	Armor 0x324	
805	防具・0x325	Armor 0x325	
806	防具・0x326	Armor 0x326	
807	防具・0x327	Armor 0x327	
808	防具・0x328	Armor 0x328	
809	防具・0x329	Armor 0x329	
810	防具・0x32A	Armor 0x32A	
811	防具・0x32B	Armor 0x32B	
812	防具・0x32C	Armor 0x32C	
813	防具・0x32D	Armor 0x32D	
814	防具・0x32E	Armor 0x32E	
815	防具・0x32F	Armor 0x32F	
816	防具・0x330	Armor 0x330	
817	防具・0x331	Armor 0x331	
818	防具・0x332	Armor 0x332	
819	防具・0x333	Armor 0x333	
820	肩パッドベスト	Shoulder Vest	
821	金網ジャケット	Wire Jacket	
822	防具・0x336	Armor 0x336	
823	ヒーロータイツ	Hero Tights	
824	男気の甚平	Manly Jinbei	
825	防具・0x339	Armor 0x339	
826	虎皮の腹巻	Tigerhide Belt	
827	防具・0x33B	Armor 0x33B	
828	唐獅子の半纏	Lion Happi	
829	胴丸	Doumaru	
830	ギガントベスト	Gigas Vest	
831	防具・0x33F	Armor 0x33F	
832	熱血ジャージ	Passion Sweats	
833	聖騎士の鎧	Crusader Plate	
834	任侠のステテコ	Hero's Knickers	
835	決死の胸当て	Desperate Plate	
836	徹底の陣羽織	Full Jin-Baori	
837	ジーザスガード	Hallowed Plate	
838	防具・0x346	Armor 0x346	
839	防具・0x347	Armor 0x347	
840	紫のスーツ	Purple Suit	
841	大スターの衣装	Superstar Attire	
842	防具・0x34A	Armor 0x34A	
843	防具・0x34B	Armor 0x34B	
844	防具・0x34C	Armor 0x34C	
845	防具・0x34D	Armor 0x34D	
846	防具・0x34E	Armor 0x34E	
847	防具・0x34F	Armor 0x34F	
848	伝説の怪盗スーツ	Master Thief	
849	黄金髑髏革ツナギ	Gold Sneak Suit	
850	黒黄羅紗陣羽織	Shajinbaori	
851	純白の貴族服	White Regalia	
852	王者の詰襟	King Collar	
853	風魔装束　	Fuuma Outfit	
854	金箔特攻服	Gold Tokkoufuku	
855	クマ式電磁装甲	Magnet Bearsuit	
856	君主のジャケット	Monarch Jacket	
857	ブレイブスケイル	Brave Scale	
858	シリウススーツ	Sirius Suit	
859	無敵のパーカー	Hero Hoodie	
860	月影羽織	Moon Haori	
861	防具・0x35D	Armor 0x35D	
862	防具・0x35E	Armor 0x35E	
863	防具・0x35F	Armor 0x35F	
864	防具・0x360	Armor 0x360	
865	防具・0x361	Armor 0x361	
866	防具・0x362	Armor 0x362	
867	防具・0x363	Armor 0x363	
868	防具・0x364	Armor 0x364	
869	防具・0x365	Armor 0x365	
870	原色タイツ	Primary Cat Suit	
871	防具・0x367	Armor 0x367	
872	マジカルキャミ	Enchanted Cami	
873	鋼のバニースーツ	Steel Bunny Suit	
874	防具・0x36A	Armor 0x36A	
875	多機能エプロン	Utility Apron	
876	原始のビキニ	Primal Bikini	
877	防具・0x36D	Armor 0x36D	
878	ウィッチドレス	Witchy Dress	
879	近未来タイツ	Futuristic Tights	
880	首星の羽衣	Capital Robe	
881	仮・女性専用７	(prov) Female 7	
882	そよ風のチュチュ	Breeze Tutu	
883	スパイクブラ	Spiked Bra	
884	ルーンドレス	Rune Dress	
885	無敵のミニ	Invincible Mini	
886	破天の薄衣	Haten Robe	
887	エタニティドレス	Eternity Dress	
888	防具・0x378	Armor 0x378	
889	防具・0x379	Armor 0x379	
890	七重の浴衣	7-Fold Yukata	
891	大晦日の着物	New Year Kimono	
892	防具・0x37C	Armor 0x37C	
893	防具・0x37D	Armor 0x37D	
894	防具・0x37E	Armor 0x37E	
895	防具・0x37F	Armor 0x37F	
896	緋色のレオタード	Crimson Leotard	
897	君主のドレス	Lord's Dress	
898	美少女怪盗の制服	Beauty Thief	
899	覇者の革スーツ	Wasteland Robe	
900	太陽の衣	Solar Robe	
901	紅玉の単衣	Ruby Kimono	
902	漆黒のドレス	Black Dress	
903	桜の羽衣	Sakura Robe	
904	女帝の毛皮	Empress Fur	
905	防具・0x389	Armor 0x389	
906	防具・0x38A	Armor 0x38A	
907	防具・0x38B	Armor 0x38B	
908	防具・0x38C	Armor 0x38C	
909	防具・0x38D	Armor 0x38D	
910	防具・0x38E	Armor 0x38E	
911	防具・0x38F	Armor 0x38F	
912	防具・0x390	Armor 0x390	
913	防具・0x391	Armor 0x391	
914	防具・0x392	Armor 0x392	
915	防具・0x393	Armor 0x393	
916	防具・0x394	Armor 0x394	
917	防具・0x395	Armor 0x395	
918	防具・0x396	Armor 0x396	
919	猫ニットブルゾン	Cat Sweater	
920	そよ風スカーフ	Breeze Scarf	
921	鋼鉄のスカーフ	Steel Scarf	
922	赤い襟巻き	Red Scarf	
923	草原のスカーフ	Grassland Scarf	
924	エリザベスカラー	E-Collar	
925	百獣の襟巻き	Beast's Scarf	
926	躍動美なスカーフ	Flowing Scarf	
927	印象派の襟巻き	Artistic Scarf	
928	まじないスカーフ	Magical Scarf	
929	太陽風マフラー	Solar Wind Scarf	
930	イドの首輪	Id Collar	
931	メモリアルカラー	Memorial Collar	
932	大先輩のスカーフ	Master's Scarf	
933	必殺の襟巻	Killer Collar	
934	グロリアスカラー	Sublime Collar	
935	絢爛の首輪	Gorgeous Collar	
936	超猫又具足	Nekomata Coat+	
937	防具・0x3A9	Armor 0x3A9	
938	護衛の首巻	Guard Scarf	
939	ハイカラマフラー	Trendy Scarf	
940	もふもふ襟巻き	Fluffy Scarf	
941	防具・0x3AD	Armor 0x3AD	
942	防具・0x3AE	Armor 0x3AE	
943	防具・0x3AF	Armor 0x3AF	
944	大天使のマフラー	Archangel Scarf	
945	防具・0x3B1	Armor 0x3B1	
946	防具・0x3B2	Armor 0x3B2	
947	防具・0x3B3	Armor 0x3B3	
948	防具・0x3B4	Armor 0x3B4	
949	仮・コロマル用１	(prov) Koromaru 1	
950	仮・コロマル用２	(prov) Koromaru 2	
951	仮・コロマル用３	(prov) Koromaru 3	
952	仮・コロマル用４	(prov) Koromaru 4	
953	犬用ドットウェア	Dotted Dog Suit	
954	犬用クロスウェア	Cross Dog Suit	
955	犬用ハードウェア	Guard Dog Suit	
956	犬用強化アーマー	Tech Dog Suit	
957	犬用チタンウェア	Metal Dog Suit	
958	犬用スカイウェア	Sky Dog Suit	
959	犬用マリンウェア	Marine Dog Suit	
960	犬用スターウェア	Star Dog Suit	
961	犬用ルナウェア	Luna Dog Suit	
962	犬用ソルウェア	Solar Dog Suit	
963	犬用コスモウェア	Cosmos Dog Suit	
964	犬用ライトウェア	Light Dog Suit	
965	ふわふわたてがみ	Soft Mane	
966	黒曜ドッグスーツ	Ebony Dog Suit	
967	防具・0x3C7	Armor 0x3C7	
968	防具・0x3C8	Armor 0x3C8	
969	仮・アイギス用１	(prov) Aigis 1	
970	仮・アイギス用２	(prov) Aigis 2	
971	仮・アイギス用３	(prov) Aigis 3	
972	仮・アイギス用４	(prov) Aigis 4	
973	仮・アイギス用５	(prov) Aigis 5	
974	ＴＤ式フルシェル	TD Full Shell	
975	壱式アイギス装甲	Aigis Armor v1	
976	弐式アイギス装甲	Aigis Armor v2	
977	ＴＤ式Ｗプレート	TD W Plate	
978	アンチシール装甲	Anti-Seal Armor	
979	ＴＤ式フルボディ	TD Full Body	
980	参式アイギス装甲	Aigis Armor v3	
981	エレメントボディ	Element Body	
982	零式アイギス装甲	Aigis Armor v0	
983	Ｄ３アイギス・強	D3 Aigis EX	
984	ふりふり装甲	Frilled Armor	
985	百式アイギス装甲	Aigis Armor v100	
986	防具・0x3DA	Armor 0x3DA	
987	防具・0x3DB	Armor 0x3DB	
988	冒頭用防具	Default Armor	
989	ダークインナー	Dark Undershirt	
990	プリントＴシャツ	Printed T-Shirt	
991	ヨツバパーカー	4-Leaf Hoodie	
992	ホワイトシャツ	White Shirt	
993	フォーマルシャツ	Formal Shirt	
994	ネッカチーフ	Neckerchief	
995	ノーブルブラウス	Noble Blouse	
996	ピンクトップス	Pink Top	
997	スリムハイネック	Turtleneck	
998	Ｔシャツ	T-Shirt	
999	グリーンジャージ	Green Sweats	
1000	レースブラウス	Lace Blouse	
1001	ぷりちースーツ	Pretty Suit	
1002	ドクロＴシャツ	Skull T-Shirt	
1003	ゴシックシャツ	Gothic Shirt	
1004	ロングＴシャツ	Long T-Shirt	
1005	ソリッドシャツ	Plain Shirt	
1006	ロングボレロ	Long Bolero	
1007	ドレスシャツ	Dress Shirt	
1008	フリルブラウス	Ruffled Blouse	
1009	フリースベスト	Fleece Vest	
1010	犬用シルクウェア	Silk Dog Suit	
1011	ジップパーカー	Zip Hoodie	
1012	ロングＰコート	Long Pea Coat	
1013	アイギスアーマー	Aigis Armor	
1014	モッズコート	Mods Coat	
1015	仮・りせ防具	Rise Armor	
1016	仮・風花防具	Fuuka Armor	
1017	ツインツイード	Twin Tweeds	
1018	防具・0x3FA	Armor 0x3FA	
1019	防具・0x3FB	Armor 0x3FB	
1020	防具・0x3FC	Armor 0x3FC	
1021	防具・0x3FD	Armor 0x3FD	
1022	防具・0x3FE	Armor 0x3FE	
1023	防具・0x3FF	Armor 0x3FF	
1024	装飾品開始	Accessories Start	
1025	モノクル	Monocle	
1026	耐火の札	Anti-Fire Charm	
1027	耐氷の札	Anti-Ice Charm	
1028	耐雷の札	Anti-Elec Charm	
1029	耐風の札	Anti-Wind Charm	
1030	赤い指輪	Red Ring	
1031	赤いバングル	Red Bangle	
1032	黒い指輪	Black Ring	
1033	黒いバングル	Black Bangle	
1034	白い指輪	White Ring	
1035	白いバングル	White Bangle	
1036	青い指輪	Blue Ring	
1037	青いバングル	Blue Bangle	
1038	金の指輪	Gold Ring	
1039	金のバングル	Gold Bangle	
1040	装飾・0x410	Acc 0x410	
1041	緋色の指輪	Scarlet Ring	
1042	緋色のバングル	Scarlet Bangle	
1043	漆黒の指輪	Ebon Ring	
1044	漆黒のバングル	Ebon Bangle	
1045	純白の指輪	Ivory Ring	
1046	純白のバングル	Ivory Bangle	
1047	青碧の指輪	Azure Ring	
1048	青碧のバングル	Azure Bangle	
1049	黄金の指輪	Golden Ring	
1050	黄金のバングル	Golden Bangle	
1051	装飾・0x41B	Acc 0x41B	
1052	耐火の指輪	X Fire Ring	
1053	耐火のバングル	X Fire Bangle	
1054	耐氷の指輪	X Ice Ring	
1055	耐氷のバングル	X Ice Bangle	
1056	耐風の指輪	X Wind Ring	
1057	耐風のバングル	X Wind Bangle	
1058	耐雷の指輪	X Elec Ring	
1059	耐雷のバングル	X Elec Bangle	
1060	装飾・0x424	Acc 0x424	
1061	赤い鉢巻	Red Circlet	
1062	赤いブローチ	Red Pin	
1063	黒い鉢巻	Black Circlet	
1064	黒いブローチ	Black Pin	
1065	白い鉢巻	White Circlet	
1066	白いブローチ	White Pin	
1067	青い鉢巻	Blue Circlet	
1068	青いブローチ	Blue Pin	
1069	金の鉢巻	Gold Circlet	
1070	金のブローチ	Gold Pin	
1071	装飾・0x42F	Acc 0x42F	
1072	緋色の鉢巻	Crimson Circlet	
1073	緋色のブローチ	Crimson Pin	
1074	漆黒の鉢巻	Ebon Circlet	
1075	漆黒のブローチ	Ebon Pin	
1076	純白の鉢巻	Ivory Circlet	
1077	純白のブローチ	Ivory Pin	
1078	青碧の鉢巻	Azure Circlet	
1079	青碧のブローチ	Azure Pin	
1080	黄金の鉢巻	Golden Circlet	
1081	黄金のブローチ	Golden Pin	
1082	装飾・0x43A	Acc 0x43A	
1083	耐火の鉢巻	X Fire Circlet	
1084	耐火のブローチ	X Fire Pin	
1085	耐氷の鉢巻	X Ice Circlet	
1086	耐氷のブローチ	X Ice Pin	
1087	耐風の鉢巻	X Wind Circlet	
1088	耐風のブローチ	X Wind Pin	
1089	耐雷の鉢巻	X Elec Circlet	
1090	耐雷のブローチ	X Elec Pin	
1091	装飾・0x443	Acc 0x443	
1092	緋色の帯	Crimson Sash	
1093	緋色のチャーム	Crimson Charm	
1094	漆黒の帯	Ebon Sash	
1095	漆黒のチャーム	Ebon Charm	
1096	純白の帯	Ivory Sash	
1097	純白のチャーム	Ivory Charm	
1098	青碧の帯	Azure Sash	
1099	青碧のチャーム	Azure Charm	
1100	黄金の帯	Golden Sash	
1101	黄金のチャーム	Golden Charm	
1102	装飾・0x485	Acc 0x485	
1103	剛力の帯	Power Sash	
1104	剛力のチャーム	Power Charm	
1105	神秘の帯	Mystic Sash	
1106	神秘のチャーム	Mystic Charm	
1107	鉄壁の帯	Barrier Sash	
1108	鉄壁のチャーム	Barrier Charm	
1109	敏速の帯	Haste Sash	
1110	敏速のチャーム	Haste Charm	
1111	幸運の帯	Lucky Sash	
1112	幸運のチャーム	Lucky Charm	
1113	装飾・0x485	Acc 0x485	
1114	緋色の眼帯	Crimson Patch	
1115	緋色のアンク	Crimson Ankh	
1116	漆黒の眼帯	Ebon Patch	
1117	漆黒のアンク	Ebon Ankh	
1118	純白の眼帯	Ivory Patch	
1119	純白のアンク	Ivory Ankh	
1120	青碧の眼帯	Azure Patch	
1121	青碧のアンク	Azure Ankh	
1122	黄金の眼帯	Golden Patch	
1123	黄金のアンク	Golden Ankh	
1124	装飾・0x485	Acc 0x485	
1125	剛力の眼帯	Power Patch	
1126	剛力のアンク	Power Ankh	
1127	神秘の眼帯	Mystic Patch	
1128	神秘のアンク	Mystic Ankh	
1129	鉄壁の眼帯	Barrier Patch	
1130	鉄壁のアンク	Barrier Ankh	
1131	敏速の眼帯	Haste Patch	
1132	敏速のアンク	Haste Ankh	
1133	幸運の眼帯	Lucky Patch	
1134	幸運のアンク	Lucky Ankh	
1135	装飾・0x485	Acc 0x485	
1136	緋色の勾玉	Crimson Bead	
1137	緋色のオーブ	Crimson Orb	
1138	漆黒の勾玉	Ebon Bead	
1139	漆黒のオーブ	Ebon Orb	
1140	純白の勾玉	Ivory Bead	
1141	純白のオーブ	Ivory Orb	
1142	青碧の勾玉	Azure Bead	
1143	青碧のオーブ	Azure Orb	
1144	黄金の勾玉	Golden Bead	
1145	黄金のオーブ	Golden Orb	
1146	装飾・0x485	Acc 0x485	
1147	剛力の勾玉	Power Bead	
1148	剛力のオーブ	Power Orb	
1149	神秘の勾玉	Mystic Bead	
1150	神秘のオーブ	Mystic Orb	
1151	鉄壁の勾玉	Barrier Bead	
1152	鉄壁のオーブ	Barrier Orb	
1153	敏速の勾玉	Haste Bead	
1154	敏速のオーブ	Haste Orb	
1155	幸運の勾玉	Lucky Bead	
1156	幸運のオーブ	Lucky Orb	
1157	装飾・0x485	Acc 0x485	
1158	耐核の指輪	X Nuke Ring	
1159	耐念の指輪	X Psy Ring	
1160	耐核のバングル	X Nuke Bangle	
1161	耐念のバングル	X Psy Bangle	
1162	耐核の鉢巻	X Nuke Circlet	
1163	耐念の鉢巻	X Psy Circlet	
1164	耐核のブローチ	X Nuke Pin	
1165	耐念のブローチ	X Psy Pin	
1166	装飾・0x48E	Acc 0x48E	
1167	祭り太鼓	Festival Drum	
1168	魔女チャーム	Witch Charm	
1169	守神ロザリオ	Guard Rosary	
1170	天馬のストラップ	Pegasus Strap	
1171	木彫りのえびす	Wooden Ebisu	
1172	勇気の根付	Courage Fob	
1173	ソウルポプリ	Soul Potpourri	
1174	覇気の根付	Ambition Fob	
1175	ミラクルポプリ	Boon Potpourri	
1176	デルタドライブ	Delta Drive	
1177	万能バッジ	Universal Badge	
1178	全能バッジ	Almighty Badge	
1179	ヨスガの勾玉	Yosuga Bead	dlc
1180	シジマの勾玉	Shijima Bead	dlc
1181	ローグロウ	Growth 1	
1182	ミドルグロウ	Growth 2	
1183	ハイグロウ	Growth 3	
1184	超時短の手袋	Speed Gloves	dlc
1185	超倍額の手袋	Lucre Gloves	dlc
1186	全能の真球	Omnipotent Orb	
1187	ファッショングラス	Hip Glasses	
1188	サスペンダー	Suspenders	
1189	ヘアピン	Hairpin	
1190	シルバーキーリング	Silver Keyring	
1191	フォーマルタイ	Black Necktie	
1192	ウェストポーチ	Fanny Pack	
1193	音楽プレイヤー	Music Player	
1194	ドットタイツ	Dotted Tights	
1195	ブラックタイツ	Black Tights	
1196	リストウォッチ	Wristwatch	
1197	缶バッジ	Aluminum Pin	
1198	ヘアーバンド	Hair Band	
1199	クマミミ	Bear Ears	
1200	シルバーロケット	Silver Locket	
1201	スパイラルピアス	Spiral Earrings	
1202	プレーンリング	Plain Ring	
1203	音楽プレイヤー	Music Player	
1204	ハートチョーカー	Heart Choker	
1205	ジュエリーネイル	Fancy Nails	
1206	リストバンド	Wristband	
1207	ニットキャップ	Beanie	
1208	真紅のリボン	Red Ribbon	
1209	黒の革手袋	Leather Gloves	
1210	シルバーネックレス	Silver Necklace	
1211	コロマルウィング	Koromaru Wings	
1212	ヘッドホン	Headphones	
1213	パールイヤリング	Pearl Earrings	
1214	ビーズのネックレス	Bead Necklace	
1215	アクセ合体確認２	Acc Fusion 2	
1216	アクセ合体確認１	Acc Fusion 1	
1217	治癒の腕輪	Healing Armlet	
1218	火炎の誓願	Flame Vow	
1219	念動の誓願	Psy Vow	
1220	金運招き猫	Lucky Cat	
1221	氷炎の護符	Ice-Fire Ankh	
1222	風雷の護符	Wind-Elec Ankh	
1223	激運招き猫	Super Lucky Cat	
1224	超科学バリア装置	Barrier Tech	
1225	貼る大気功	SP Adhesive 3	
1226	ルドラリング	Rudra Ring	
1227	チャクラリング	Chakra Ring	
1228	力魔反転リング	St-Ma Reverse	
1229	力耐反転リング	St-En Reverse	
1230	力速反転リング	St-Ag Reverse	
1231	力運反転リング	St-Lu Reverse	
1232	魔耐反転リング	Ma-En Reverse	
1233	魔速反転リング	Ma-Ag Reverse	
1234	魔運反転リング	Ma-Lu Reverse	
1235	耐速反転リング	En-Ag Reverse	
1236	耐運反転リング	En-Lu Reverse	
1237	速運反転リング	Ag-Lu Reverse	
1238	風柳の翼	Willow Wing	
1239	雪折不の翼	Snowy Wing	
1240	歯亡舌存の翼	Enduring Wing	
1241	極炎塊	Blazing Flame	
1242	絶冷石	Frozen Stone	
1243	暴嵐の指輪	Storm Ring	
1244	雷神の腕輪	Lightning Gloves	
1245	白き光輪	Radiant Halo	
1246	黒き闇輪	Ring of Darkness	
1247	白刃鳥の羽根	Bladed Plume	
1248	鉄製のペンダント	Iron Pendant	
1249	ヘルメット	Helmet	
1250	全能の真球	Omnipotent Orb	
1251	ゲルマニウムの輪	Germanium Ring	
1252	体魂反転リング	Body-Soul Ring	
1253	てづくりの首輪	Handmade Collar	
1254	重いリストバンド	Heavy Wristband	
1255	ピンクチョーカー	Pink Choker	
1256	赤いかんざし	Red Hairpin	
1257	紫の鉢巻き	Purple Circlet	
1258	予防の腕輪	Promise Bracer	
1259	集中の腕輪	Focus Bracer	
1260	気合の腕輪	Energy Bracer	
1261	四龍の腕輪	Dragon Bracer	
1262	睡ｘ１０	Sleep x10	
1263	呪ｘ１０	Curse x10	
1264	石ｘ１０	Stone x10	
1265	盲ｘ１０	Blind x10	
1266	力ｘ１０	St x10	
1267	魔ｘ１０	Ma x10	
1268	耐ｘ１０	En x10	
1269	速ｘ１０	Ag x10	
1270	運ｘ１０	Lu x10	
1271	命ｘ１０	Life x10	
1272	クｘ１０	Ku x10	
1273	風ｘ１０	Wind x10	
1274	光ｘ１０	Light x10	
1275	闇ｘ１０	Dark x10	
1276	斬ｘ１０	Cut x10	
1277	壊ｘ１０	Bash x10	
1278	突ｘ１０	Stab x10	
1279	装飾・0x4FF	Acc 0x4FF	
1280	消耗品枠開始	Expendables Start	
1281	傷薬	Medicine	
1282	未使用枠	Not Used	
1283	未使用枠	Not Used	
1284	宝玉	Bead	
1285	ソウルドロップ	Soul Drop	
1286	スナフソウル	Snuff Soul	
1287	チューインソウル	Chewing Soul	
1288	未使用枠	Not Used	
1289	ソーマの雫	Soma Droplet	
1290	ソーマドロップ	Soma Tear	
1291	未使用枠	Not Used	
1292	地返しの玉	Revival Bead	
1293	反魂香	Balm of Life	
1294	未使用枠	Not Used	
1295	未使用枠	Not Used	
1296	バインドエイド	Bind-Aid	
1297	未使用枠	Not Used	
1298	お清めの水	Purifying Water	
1299	お清めの塩	Purifying Salt	
1300	羅刹の札	Rasetsu Ofuda	
1301	金剛の札	Kongou Ofuda	
1302	韋駄天の札	Idaten Ofuda	
1303	アムリタソーダ	Amrita Soda	
1304	リザーブ	Reserved	
1305	耐熱ミスト	Fire Mist	
1306	耐氷ミスト	Ice Mist	
1307	耐雷ミスト	Elec Mist	
1308	耐風ミスト	Wind Mist	
1309	耐核ミスト	Nuclear Mist	
1310	耐念ミスト	Psy Mist	
1311	リザーブ	Reserved	
1312	リザーブ	Reserved	
1313	三寸玉	San-zun Tama	
1314	灼熱の魔弾	Scorching Bullet	
1315	ドライアイス	Dry Ice	
1316	零度の魔弾	Cryo Bullet	
1317	テスラコイル	Tesla Coil	
1318	天雷の魔弾	Bolt Bullet	
1319	弥七	Yashichi	
1320	暴風の魔弾	Tornado Bullet	
1321	せがき米	Segaki Rice	
1322	呪殺ペーパー	Curse Paper	
1323	サイコボム	Psycho Bomb	
1324	核熱の魔弾	Fission Bullet	
1325	アトムマッチ	Atom Match	
1326	念動の魔弾	Mental Bullet	
1327	リザーブ	Reserved	
1328	リザーブ	Reserved	
1329	解析用スコープ	Analysis Scope	
1330	ホムンクルス	Homunculus	
1331	退魔の笛	Repulse Pipe	
1332	集魔の笛	Attract Pipe	
1333	カエレール	Goho-M	
1334	モドレール	Goba-K	
1335	未使用枠	Not Used	
1336	簡易レーダー	Sight Beacon	
1337	ソーマ	Soma	
1338	宝玉輪	Bead Chain	
1339	カエリマクレール	Goho-M More	
1340	モドリマクレール	Goba-K More	
1341	集魔の角笛	Attract Horn	
1342	退魔の角笛	Repulse Horn	
1343	オタカラリカバリ	Treasure Renew	
1344	未使用枠	Not Used	
1345	ヒールストーン	Heal Stone	
1346	ドロン玉	Vanish Ball	
1347	イモータルチキン	Undying Fowl	
1348	ポップコーン	Popcorn	dlc
1349	ガッツポテト	Gutsy Fries	dlc
1350	無料チケット	Free Ticket	
1351	リバイブストーン	Revival Stone	
1352	ラインヒールストーン	Line Heal Stone	
1353	蜂蜜ポップコーン	Honey Popcorn	
1354	Ｌ・ホットドッグ	Large Hot Dog	
1355	クリーンソーダ	Clean Soda	dlc
1356	南国ポップコーン	Tropic Popcorn	
1357	肉汁ポップコーン	Meaty Popcorn	
1358	七色ポップコーン	Prism Popcorn	
1359	リザーブ	Reserved	
1360	ブランクカード	Blank Card	
1361	ワイルドカード	Wild Card	
1362	はがくれ丼	Hagakure Bowl	dlc
1363	スペシャル肉丼	Mega Beef Bowl	dlc
1364	ルブランカレー	Leblanc Curry	dlc
1365	成長の香	Growth Incense	dlc
1366	リザーブ	Reserved	
1367	Ｌ・ダブルドッグ	Large Dual Dog	
1368	Ｌ・ビッグドッグ	Giganto Dog	
1369	クリーンボトル	Clarity Bottle	
1370	クリーンシャワー	Clarity Shower	
1371	バインドキュア	Bind Cure	
1372	バインドフリー	Bind Free	
1373	Ｌ・チュロス	Huge Churros	
1374	リザーブ	Reserved	
1375	リザーブ	Reserved	
1376	リザーブ	Reserved	
1377	リザーブ	Reserved	
1378	リザーブ	Reserved	
1379	リザーブ	Reserved	
1380	リザーブ	Reserved	
1381	リザーブ	Reserved	
1382	リザーブ	Reserved	
1383	リザーブ	Reserved	
1384	リザーブ	Reserved	
1385	リザーブ	Reserved	
1386	リザーブ	Reserved	
1387	リザーブ	Reserved	
1388	リザーブ	Reserved	
1389	リザーブ	Reserved	
1390	リザーブ	Reserved	
1391	リザーブ	Reserved	
1392	リザーブ	Reserved	
1393	リザーブ	Reserved	
1394	リザーブ	Reserved	
1395	リザーブ	Reserved	
1396	リザーブ	Reserved	
1397	リザーブ	Reserved	
1398	リザーブ	Reserved	
