id	oid	name_jp	name	tag
4746	650	ソーマドロップ	Soma Tear	unk
4747	651	地返しの玉	Revival Bead	unk
4748	652	反魂香	Balm of Life	unk
4749	653	Ｌ・ダブルドッグ	Big Double Dog	unk
4750	654	Ｌ・ビッグドッグ	Giganto Dog	unk
4751	655	バインドエイド	Bind-Aid	unk
4752	656	韋駄天の札	Idaten Ofuda	unk
4753	657	お清めの水	Purifying Water	unk
4754	658	お清めの塩	Purifying Salt	unk
4755	659	羅刹の札	Rasetsu Ofuda	unk
4756	660	金剛の札	Kongou Ofuda	unk
4757	661	耐物ミスト	Phys Mist	unk
4758	662	耐物ミスト	Phys Mist	unk
4759	663	耐物ミスト	Phys Mist	unk
4760	664	耐熱ミスト	Fire Mist	unk
4761	665	耐氷ミスト	Ice Mist	unk
4762	666	耐雷ミスト	Elec Mist	unk
4763	667	耐風ミスト	Wind Mist	unk
4764	668	耐核ミスト	Nuclear Mist	unk
4765	669	耐念ミスト	Psy Mist	unk
4766	670	サイコボム	Psycho Bomb	unk
4767	671	核熱の魔弾	Fission Bullet	unk
4768	672	三寸玉	San-zun Tama	unk
4769	673	灼熱の魔弾	Scorching Bullet	unk
4770	674	ドライアイス	Dry Ice	unk
4771	675	零度の魔弾	Cryo Bullet	unk
4772	676	テスラコイル	Tesla Coil	unk
4773	677	天雷の魔弾	Bolt Bullet	unk
4774	678	弥七	Yashichi	unk
4775	679	暴風の魔弾	Tornado Bullet	unk
4776	680	せがき米	Segaki Rice	unk
4777	681	呪殺ペーパー	Curse Paper	unk
4778	682	アトムマッチ	Atom Match	unk
4779	683	念動の魔弾	Mental Bullet	unk
4780	684	ドロン玉	Vanish Ball	unk
4781	685	はがくれ丼	Hagakure Bowl	unk
4782	686	スペシャル肉丼	Mega Beef Bowl	unk
4783	687	ルブランカレー	Leblanc Curry	unk
4784	688	解析用スコープ	Analysis Scope	unk
4785	689	ホムンクルス	Homunculus	unk
4786	690	退魔の笛	Repulse Pipe	unk
4787	691	集魔の笛	Attract Pipe	unk
4788	692	カエレール	Goho-M	unk
4789	693	モドレール	Goba-K	unk
4790	694	クリーンボトル	Clarity Bottle	unk
4791	695	簡易レーダー	Sight Beacon	unk
4792	696	ソーマ	Soma	unk
4793	697	クリーンシャワー	Clarity Shower	unk
4794	698	宝玉輪	Bead Chain	unk
4795	699	オタカラリカバリ	Treasure Renew	unk
4796	700	退魔の角笛	Repulse Horn	unk
4797	701	集魔の角笛	Attract Horn	unk
4798	702	ヒールストーン	Heal Stone	unk
4799	703	ポップコーン	Popcorn	unk
4800	704	ガッツポテト	Gutsy Fries	unk
4801	705	リバイブストーン	Revival Stone	unk
4802	706	Ｌヒールストーン	L Heal Stone	unk
4803	707	蜂蜜ポップコーン	Honey Popcorn	unk
4804	708	Ｌ・ホットドッグ	Large Hot Dog	unk
4805	709	クリーンソーダ	Clean Soda	unk
4806	710	南国ポップコーン	Tropic Popcorn	unk
4807	711	肉汁ポップコーン	Meaty Popcorn	unk
4808	712	七色ポップコーン	Prism Popcorn	unk
4809	713	Ｌ・チュロス	Huge Churros	unk
4810	714	ブランク	Blank	unk
4811	715	ブランク	BLANK	unk
4812	716	ブランク	BLANK	unk
4813	717	ブランク	BLANK	unk
4814	718	ブランク	BLANK	unk
4815	719	ブランク	BLANK	unk
4816	720	ブランク	Blank	unk
4817	721	即死無効	Null Insta-kill	unk
4818	722	状態異常無効	Null Ailments	unk
4819	723	封じ無効	Null Binds	unk
4820	724	ブランク	Blank	unk
4821	725	黄泉路からの生還	Return from Yomi	unk
4822	726	三連の鎖	Triple Link	val
4823	727	四連の鎖	Quadruple Link	val
4824	728	無限の鎖	Infinite Link	val
4825	729	魔力の循環	Magic Aura	unk
4826	730	物理スキル強化	Skill Boost	unk
4827	731	全体治癒促進	Heroic Spring	unk
4828	732	方陣の循環	Circle Aura	unk
4829	733	回復量増加	Healing Surge	unk
4830	734	スタン回復制御用	Stun Recovery	unk
4831	735	オーバーヒート	Overheat	unk
4832	736	オーバーヒート終了	Overheat End	unk
4833	737	牧師：誓いの言葉終了	Vow End	unk
4834	738	ブランク	Blank	unk
4835	739	核熱ブースタ	Nuclear Boost	val
4836	740	念動ブースタ	Psy Boost	val
4837	741	祝福ブースタ	Bless Boost	val
4838	742	呪怨ブースタ	Curse Boost	val
4839	743	核熱ハイブースタ	Nuclear Amp	val
4840	744	念動ハイブースタ	Psy Amp	val
4841	745	祝福ハイブースタ	Bless Amp	val
4842	746	呪怨ハイブースタ	Curse Amp	val
4843	747	苦無乱舞	Kunai Dance	unk
4844	748	苦無乱舞	Kunai Dance	unk
4845	749	迎撃の一射	Intercept Fire	unk
4846	750	迎撃の一射	Intercept Fire	unk
4847	751	予告ホームラン	Called Shot	unk
4848	752	予告ホームラン	Called Shot	unk
4849	753	ソニックラッシュ	Sonic Rush	unk
4850	754	ソニックラッシュ	Sonic Rush	unk
4851	755	ブランク	Blank	unk
4852	756	抑制ブースタ	Ailment Boost	unk
4853	757	抑制ハイブースタ	Ailment Surge	unk
4854	758	憤怒の拳	Raging Fists	unk
4855	759	怒りの鉄拳	Furious Fists	unk
4856	760	封殺の心得	Bound Arts	val
4857	761	真・封殺の心得	Bound Arts+	val
4858	762	大褒賞のムチ	Mistress Lash	unk
4859	763	大褒賞のムチ	Mistress Lash	unk
4860	764	護国の宝剣	Protecting Sword	unk
4861	765	氷炎の護符	Ice-Fire Ankh	unk
4862	766	風雷の護符	Wnd-Elec Ankh	unk
4863	767	超科学バリア装置	Barrier Tech	unk
4864	768	ブランク	Blank	unk
4865	769	アギ	Agi	unk
4866	770	アギラオ	Agilao	unk
4867	771	アギダイン	Agidyne	unk
4868	772	マハラギ	Maragi	unk
4869	773	マハラギオン	Maragion	unk
4870	774	マハラギダイン	Maragidyne	unk
4871	775	炎の乱舞	Fire Dance	unk
4872	776	火炎の乱舞	Flame Dance	unk
4873	777	豪炎の乱舞	Inferno Dance	unk
4874	778	ブランク	Blank	unk
4875	779	ガル	Garu	unk
4876	780	ガルーラ	Garula	unk
4877	781	ガルダイン	Garudyne	unk
4878	782	マハガル	Magaru	unk
4879	783	マハガルーラ	Magarula	unk
4880	784	マハガルダイン	Magarudyne	unk
4881	785	風の乱舞	Wind Dance	unk
4882	786	疾風の乱舞	Gust Dance	unk
4883	787	烈風の乱舞	Hurricane Dance	unk
4884	788	ブランク	Blank	unk
4885	789	ブフ	Bufu	unk
4886	790	ブフーラ	Bufula	unk
4887	791	ブフダイン	Bufudyne	unk
4888	792	マハブフ	Mabufu	unk
4889	793	マハブフーラ	Mabufula	unk
4890	794	マハブフダイン	Mabufudyne	unk
4891	795	絶対零度	Absolute Zero	unk
4892	796	氷の乱舞	Ice Dance	unk
4893	797	氷結の乱舞	Frost Dance	unk
4894	798	氷河の乱舞	Frigid Dance	unk
4895	799	ブランク	Blank	unk
4896	800	ジオ	Zio	unk
4897	801	ジオンガ	Zionga	unk
4898	802	ジオダイン	Ziodyne	unk
4899	803	マハジオ	Mazio	unk
4900	804	マハジオンガ	Mazionga	unk
4901	805	マハジオダイン	Maziodyne	unk
4902	806	ケラウノス	Keraunos	unk
4903	807	雷の乱舞	Elec Dance	unk
4904	808	雷撃の乱舞	Bolt Dance	unk
4905	809	爆雷の乱舞	Storm Dance	unk
4906	810	ブランク	Blank	unk
4907	811	メギド	Megido	unk
4908	812	メギドラ	Megidola	unk
4909	813	メギドラオン	Megidolaon	unk
4910	814	ブランク	BLANK	unk
4911	815	ブランク	BLANK	unk
4912	816	ブランク	BLANK	unk
4913	817	ハマ	Hama	unk
4914	818	ハマオン	Hamaon	unk
4915	819	マハンマ	Mahama	unk
4916	820	マハンマオン	Mahamaon	unk
4917	821	ブランク	BLANK	unk
4918	822	ブランク	BLANK	unk
4919	823	ブランク	BLANK	unk
4920	824	ムド	Mudo	unk
4921	825	ムドオン	Mudoon	unk
4922	826	マハムド	Mamudo	unk
4923	827	マハムドオン	Mamudoon	unk
4924	828	ブランク	BLANK	unk
4925	829	ブランク	BLANK	unk
4926	830	ブランク	BLANK	unk
4927	831	ポイズマ	Poisma	unk
4928	832	ポイズンブレス	Poison Breath	unk
4929	833	ペトラアイ	Stona	unk
4930	834	ストーンミスト	Stone Mist	unk
4931	835	ドルミナー	Dormina	unk
4932	836	スリープソング	Lullaby Song	unk
4933	837	プリンパ	Pulinpa	unk
4934	838	テンタラフー	Tentarafoo	unk
4935	839	惑乱の光	Perplex Flash	unk
4936	840	ブランク	Blank	unk
4937	841	デビルタッチ	Evil Touch	unk
4938	842	デビルスマイル	Evil Smile	unk
4939	843	シバブー	Shibaboo	unk
4940	844	バインドボイス	Binding Cry	unk
4941	845	マカジャマ	Makajam	unk
4942	846	サイレントノイズ	Silent Song	unk
4943	847	ナイアーム	Disarm	unk
4944	848	マッスルダウン	Muscle Down	unk
4945	849	スケアスロウ	Scarecrow	unk
4946	850	スパイダーネット	Spiderweb	unk
4947	851	自爆	Self-Destruct	unk
4948	852	ウサギのまどろみ	Bunny Slumber	unk
4949	853	コウハ	Kouha	unk
4950	854	コウガ	Kouga	unk
4951	855	コウガオン	Kougaon	unk
4952	856	ブランク	Blank	unk
4953	857	ブランク	BLANK	unk
4954	858	ブランク	Blank	unk
4955	859	エイハ	Eiha	unk
4956	860	エイガ	Eiga	unk
4957	861	エイガオン	Eigaon	unk
4958	862	ブランク	Blank	unk
4959	863	ブランク	BLANK	unk
4960	864	ブランク	Blank	unk
4961	865	フレイ	Frei	unk
4962	866	フレイラ	Freila	unk
4963	867	フレイダイン	Freidyne	unk
4964	868	アトミックフレア	Atomic Flare	unk
4965	869	マハフレイ	Mafrei	unk
4966	870	ブランク	Blank	unk
4967	871	サイ	Psi	unk
4968	872	サイオ	Psio	unk
4969	873	サイダイン	Psiodyne	unk
4970	874	サイコキネシス	Psycho Force	unk
4971	875	マハサイ	Mapsi	unk
4972	876	ブランク	Blank	unk
4973	877	ブランク	BLANK	unk
4974	878	ブランク	Blank	unk
4975	879	神の審判	God's Judgment	unk
4976	880	悪魔の審判	Hell's Judgment	unk
4977	881	ブランク	Blank	unk
4978	882	万物流転	Panta Rhei	unk
4979	883	神空波	Divine Vacuum	unk
4980	884	ブランク	Blank	unk
4981	885	ブランク	BLANK	unk
4982	886	ブランク	BLANK	unk
4983	887	ブランク	BLANK	unk
4984	888	ブランク	BLANK	unk
4985	889	ブランク	BLANK	unk
4986	890	ブランク	BLANK	unk
4987	891	ブランク	BLANK	unk
4988	892	ブランク	BLANK	unk
4989	893	ブランク	BLANK	unk
4990	894	ブランク	BLANK	unk
4991	895	ブランク	BLANK	unk
4992	896	ブランク	BLANK	unk
4993	897	牙砕き	Fang Smash	unk
4994	898	胆砕き	Kidney Smash	unk
4995	899	大切断	Giant Slice	unk
4996	900	ツインスラッシュ	Twin Slash	unk
4997	901	突撃	Lunge	unk
4998	902	トリプルダウン	Triple Down	unk
4999	903	剛殺斬	Mighty Swing	unk
5000	904	ハイスラッシュ	Hard Slash	unk
5001	905	チャージショット	Charge Shot	unk
5002	906	メッタ突き	Stab Shower	unk
5003	907	霧氷刃	Frost Edge	unk
5004	908	ギロチンカット	Guillotine	unk
5005	909	五月雨斬り	Tempest Slash	unk
5006	910	紫電砕	Mental Smash	unk
5007	911	ドレインタッチ	Drain Touch	unk
5008	912	両腕落とし	Arm Chopper	unk
5009	913	シングルショット	Single Shot	unk
5010	914	茨の足枷	Thorn Shackles	unk
5011	915	茨の手錠	Thorn Cuffs	unk
5012	916	茨の口輪	Thorn Chains	unk
5013	917	アサルトショット	Assault Shot	unk
5014	918	イノセントタック	Primal Force	unk
5015	919	武器砕き	Weapon Crusher	unk
5016	920	ホライズショット	Broadshot	unk
5017	921	刹那五月雨撃	Myriad Arrows	unk
5018	922	メガトンプレス	Megaton Press	unk
5019	923	ブレインシェイク	Brain Shake	unk
5020	924	スタードロップ	Stardrop	unk
5021	925	ぶちかまし	Buchikamashi	unk
5022	926	回転斬り	Spin Slash	unk
5023	927	利剣乱舞	Blade of Fury	unk
5024	928	凍殺刃	Tousatsujin	unk
5025	929	空間殺法	Vorpal Blade	unk
5026	930	メッタ斬り	Crazed Slash	unk
5027	931	ヘッドバット	Headbutt	unk
5028	932	灼熱発破	Scorching Blast	unk
5029	933	ヒートウェイブ	Heat Wave	unk
5030	934	メガトンハンマー	Megaton Slam	unk
5031	935	メガトンハンマー	Megaton Slam	unk
5032	936	ブラインドカット	Blinding Slice	unk
5033	937	ポイズンカット	Toxic Slice	unk
5034	938	スリープカット	Dream Slice	unk
5035	939	バインドカット	Stunning Slice	unk
5036	940	カースカット	Bane Slice	unk
5037	941	なぎ払い	Mow Down	unk
5038	942	デスバウンド	Deathbound	unk
5039	943	ミリオンシュート	Torrent Shot	unk
5040	944	暴れまくり	Rampage	unk
5041	945	ぶちかまし	Buchikamashi	unk
5042	946	卵爆弾	Egg Bomb	unk
5043	947	バーストアーム	Burst Arm	unk
5044	948	ヒーローソニック	Supersonic Hero	unk
5045	949	カモシダキック	Kamoshida Kick	unk
5046	950	ガンズキャロット	Carrot Gun	unk
5047	951	キャロットボム	Carrot Bomb	unk
5048	952	なぎ払い	Mow Down	unk
5049	953	ヒーローソニック	Supersonic Hero	unk
5050	954	王笏の一撃	Scepter Strike	unk
5051	955	エンドショット	End Shot	unk
5052	956	紅蓮の破壊光線	Scarlet Laser	unk
5053	957	乱射	Barrage	unk
5054	958	暴走突撃	Berserk Frenzy	unk
5055	959	具足斬り	Sabaton Slice	unk
5056	960	打ち砕く	Crushing Strike	unk
5057	961	八艘跳び	Hassou Tobi	unk
5058	962	ゴッドハンド	God's Hand	unk
5059	963	排除	Eliminate	unk
5060	964	レッグイレーサー	Leg Eraser	unk
5061	965	パワーイレーサー	Power Eraser	unk
5062	966	ヘッドイレーサー	Head Eraser	unk
5063	967	ウェポンブレイク	Weapon Breaker	unk
5064	968	尻尾ぶん回し	Tail Whip	unk
5065	969	ブランク	Blank	unk
5066	970	ブランク	BLANK	unk
5067	971	ブランク	BLANK	unk
5068	972	ブランク	BLANK	unk
5069	973	ブランク	BLANK	unk
5070	974	ブランク	BLANK	unk
5071	975	ブランク	BLANK	unk
5072	976	ブランク	BLANK	unk
5073	977	ディア	Dia	unk
5074	978	ディアラマ	Diarama	unk
5075	979	ディアラハン	Diarahan	unk
5076	980	医療キット	Medical Kit	unk
5077	981	自動修復	Auto Recovery	unk
5078	982	メディア	Media	unk
5079	983	メディラマ	Mediarama	unk
5080	984	メディアラハン	Mediarahan	unk
5081	985	ブランク	BLANK	unk
5082	986	サマリカーム	Samarecarm	unk
5083	987	リカーム	Recarm	unk
5084	988	ブランク	Blank	unk
5085	989	パトラ	Patra	unk
5086	990	ブランク	BLANK	unk
5087	991	ブランク	BLANK	unk
5088	992	クロズディ	Mutudi	unk
5089	993	ブランク	BLANK	unk
5090	994	ブランク	BLANK	unk
5091	995	ブランク	BLANK	unk
5092	996	ブランク	BLANK	unk
5093	997	獣の咆哮	Bestial Roar	unk
5094	998	口汚い野次	Nasty Taunt	unk
5095	999	ブランク	Blank	unk
5096	1000	ランパート	Rampart	unk
5097	1001	ボディーガード	Safeguard	unk
5098	1002	ブランク	Blank	unk
5099	1003	オールガード	All Guard	unk
5100	1004	ブランク	Blank	unk
5101	1005	ブランク	BLANK	unk
5102	1006	ブランク	BLANK	unk
5103	1007	ブランク	BLANK	unk
5104	1008	ブランク	BLANK	unk
5105	1009	ブランク	BLANK	unk
5106	1010	マハタルカジャ	Matarukaja	unk
5107	1011	マハラクカジャ	Marakukaja	unk
5108	1012	マハスクカジャ	Masukukaja	unk
5109	1013	チャージ	Power Charge	unk
5110	1014	コンセントレイト	Mind Charge	unk
5111	1015	炎の腐蝕	Fire Corrosion	unk
5112	1016	氷の腐蝕	Ice Corrosion	unk
5113	1017	雷の腐蝕	Elec Corrosion	unk
5114	1018	風の腐蝕	Wind Corrosion	unk
5115	1019	ブランク	BLANK	unk
5116	1020	ブランク	BLANK	unk
5117	1021	マハタルンダ	Matarunda	unk
5118	1022	マハラクンダ	Marakunda	unk
5119	1023	マハスクンダ	Masukunda	unk
5120	1024	ブランク	BLANK	unk
5121	1025	デカジャ	Dekaja	unk
5122	1026	デクンダ	Dekunda	unk
5123	1027	ブランク	BLANK	unk
5124	1028	逃走	Escape	unk
5125	1029			unk
5126	1030			unk
5127	1031	タルカジャ	Tarukaja	unk
5128	1032	ラクカジャ	Rakukaja	unk
5129	1033	スクカジャ	Sukukaja	unk
5130	1034	タルンダ	Tarunda	unk
5131	1035	ラクンダ	Rakunda	unk
5132	1036	スクンダ	Sukunda	unk
5133	1037	ブランク	Blank	unk
5134	1038	チャージワン	Hypercharge	unk
5135	1039	絶対権力	Absolute Power	unk
5136	1040	雄叫び	War Cry	unk
5137	1041	テンション上げ	Psych Up	unk
5138	1042	なぎ倒す	Mow Down	unk
5139	1043	暴れる	Wild Rush	unk
5140	1044	暴れまわる	Riot Run	unk
5141	1045	スクカジャ	Sukukaja	unk
5142	1046	二重のスクカジャ	Double Sukukaja	unk
5143	1047	三重のスクカジャ	Triple Sukukaja	unk
5144	1048	ランダマイザ	Debilitate	unk
5145	1049	ブランク	Blank	unk
5146	1050	ブランク	BLANK	unk
5147	1051	ブランク	BLANK	unk
5148	1052	ブランク	BLANK	unk
5149	1053	ブランク	BLANK	unk
5150	1054	ブランク	BLANK	unk
5151	1055	ブランク	BLANK	unk
5152	1056	ブランク	BLANK	unk
5153	1057	ブランク	BLANK	unk
5154	1058	ブランク	BLANK	unk
5155	1059	ブランク	Blank	unk
5156	1060	火炎の壁	Fire Screen	unk
5157	1061	疾風の壁	Wind Screen	unk
5158	1062	氷結の壁	Ice Screen	unk
5159	1063	電撃の壁	Elec Screen	unk
5160	1064	祝福の壁	Bless Screen	unk
5161	1065	呪怨の壁	Curse Screen	unk
5162	1066	念動の壁	Psy Screen	unk
5163	1067	核熱の壁	Nuclear Screen	unk
5164	1068	ブランク	Blank	unk
5165	1069	ブランク	BLANK	unk
5166	1070	ブランク	BLANK	unk
5167	1071	ブランク	BLANK	unk
5168	1072	ブランク	BLANK	unk
5169	1073	火炎ブースタ	Fire Boost	unk
5170	1074	氷結ブースタ	Ice Boost	unk
5171	1075	電撃ブースタ	Elec Boost	unk
5172	1076	疾風ブースタ	Wind Boost	unk
5173	1077	トリックステップ	Trick Step	unk
5174	1078	回復量上昇	Recovery Up	unk
5175	1079	物理ブースタ	Phys Boost	unk
5176	1080	物理ブースタ２	Phys Boost II	unk
5177	1081	魔法ブースター	Magic Boost	unk
5178	1082	魔法ブースター２	Magic Boost II	unk
5179	1083	ワイドアタック１	Wide Attack	unk
5180	1084	ワイドアタック２	Wide Attack II	unk
5181	1085	ワイドアタック３	Wide Attack III	unk
5182	1086	ダブルブレイク１	Double Break	unk
5183	1087	ダブルブレイク２	Double Break II	unk
5184	1088	ダブルブレイク３	Double Break III	unk
5185	1089	ブランク	Blank	unk
5186	1090	ブランク	Blank	unk
5187	1091	オラトリオ	Oratorio	dlc
5188	1092	ブルータルの剛腕	Brutal Arm	dlc
5189	1093	アリアドネの鎖	Ariadne Chain	dlc
5190	1094	煉獄の双翼	Infernal Wings	dlc
5191	1095	十文字斬り	Cross Slash	dlc
5192	1096	ブランク	Blank	unk
5193	1097	電撃ヘルブースタ	Elec Turbo	val
5194	1098	氷結ヘルブースタ	Ice Turbo	val
5195	1099	念動ヘルブースタ	Psy Turbo	val
5196	1100	核熱ヘルブースタ	Nuke Turbo	val
5197	1101	祝福ヘルブースタ	Bless Turbo	val
5198	1102	呪怨ヘルブースタ	Curse Turbo	val
5199	1103	ブランク	Blank	unk
5200	1104	共感の呼応	Resonance	unk
5201	1105	以心伝心の絆	Telepathic Bond	unk
5202	1106	憧憬の心	Aspiring Heart	unk
5203	1107	団結の大連鎖	Great Unity Link	unk
5204	1108	剛腕スタイル	Ironfist Style	unk
5205	1109	剛腕スタイル	Ironfist Style	unk
5206	1110	鎧袖一触スタイル	Effortless Style	unk
5207	1111	鎧袖一触スタイル	Effortless Style	unk
5208	1112	ウォークライ	War Cry	unk
5209	1113	念動吸収	Psy Drain	val
5210	1114	核熱吸収	Nuclear Drain	val
5211	1115	ブランク	Blank	unk
5212	1116	ブランク	BLANK	unk
5213	1117	ブランク	BLANK	unk
5214	1118	ブランク	BLANK	unk
5215	1119	ブランク	BLANK	unk
5216	1120	ブランク	BLANK	unk
5217	1121	ブランク	BLANK	unk
5218	1122	ブランク	BLANK	unk
5219	1123	ブランク	BLANK	unk
5220	1124	ブランク	BLANK	unk
5221	1125	ブランク	BLANK	unk
5222	1126	ブランク	BLANK	unk
5223	1127	ブランク	BLANK	unk
5224	1128	ブランク	BLANK	unk
5225	1129	ブランク	BLANK	unk
5226	1130	ブランク	BLANK	unk
5227	1131	ブランク	BLANK	unk
5228	1132	ブランク	BLANK	unk
5229	1133	ブランク	BLANK	unk
5230	1134	ブランク	BLANK	unk
5231	1135	ブランク	BLANK	unk
5232	1136	ブランク	BLANK	unk
5233	1137	ブランク	BLANK	unk
5234	1138	ブランク	BLANK	unk
5235	1139	ブランク	BLANK	unk
5236	1140	ブランク	BLANK	unk
5237	1141	ブランク	BLANK	unk
5238	1142	ブランク	BLANK	unk
5239	1143	ブランク	BLANK	unk
5240	1144	ブランク	BLANK	unk
5241	1145	ブランク	BLANK	unk
5242	1146	ブランク	BLANK	unk
5243	1147	ブランク	BLANK	unk
5244	1148	ブランク	BLANK	unk
5245	1149	ブランク	BLANK	unk
5246	1150	ブランク	BLANK	unk
5247	1151	ブランク	BLANK	unk
5248	1152	ブランク	BLANK	unk
5249	1153	ブランク	BLANK	unk
5250	1154	ブランク	BLANK	unk
5251	1155	ブランク	BLANK	unk
5252	1156	ブランク	BLANK	unk
5253	1157	ブランク	BLANK	unk
5254	1158	ブランク	BLANK	unk
5255	1159	ブランク	BLANK	unk
5256	1160	ブランク	BLANK	unk
5257	1161	ブランク	BLANK	unk
5258	1162	ブランク	BLANK	unk
5259	1163	ブランク	BLANK	unk
5260	1164	ブランク	BLANK	unk
5261	1165	ブランク	BLANK	unk
5262	1166	ブランク	BLANK	unk
5263	1167	ブランク	BLANK	unk
5264	1168	ブランク	Blank	unk
5265	1169	火炎回避の効果	Fire Evasion	unk
5266	1170	氷結回避の効果	Ice Evasion	unk
5267	1171	疾風回避の効果	Wind Evasion	unk
5268	1172	電撃回避の効果	Elec Evasion	unk
5269	1173	核熱回避の効果	Nuclear Evasion	unk
5270	1174	念動回避の効果	Psy Evasion	unk
5271	1175	火炎回避の効果	Fire Evasion	unk
5272	1176	氷結回避の効果	Ice Evasion	unk
5273	1177	疾風回避の効果	Wind Evasion	unk
5274	1178	電撃回避の効果	Elec Evasion	unk
5275	1179	核熱回避の効果	Nuclear Evasion	unk
5276	1180	念動回避の効果	Psy Evasion	unk
5277	1181	バトンタッチ	Baton Pass	unk
5278	1182	アタック２	Attack 2	unk
5279	1183	防御	Guard	unk
5280	1184	ブランク	Blank	unk
5281	1185	トランプ兵の召喚	Soldier Summon	unk
5282	1186	トランプ兵の増援	Reinforcements	unk
5283	1187	ブランク	BLANK	unk
5284	1188	天罰	Holy Wrath	unk
5285	1189	誓いの言葉	Vow	unk
5286	1190	ピアスレイピア	Piercing Rapier	unk
5287	1191	暴風の舞い	Tempest Dance	unk
5288	1192	暴風の舞い	Tempest Dance	unk
5289	1193	風牙	Wind Fang	unk
5290	1194	疾風牙	Swift Fang	unk
5291	1195	烈風牙	Gale Fang	unk
5292	1196	暴風牙	Tempest Fang	unk
5293	1197	ブランク	Blank	unk
5294	1198	ブランク	BLANK	unk
5295	1199	荒療治	Drastic Measure	unk
5296	1200	食いしばり	Endure	unk
5297	1201	ラビットフット	Rabbit's Foot	unk
5298	1202	大声	Deafening Roar	unk
5299	1203	ブランク	BLANK	unk
5300	1204	刻命の歯車	Gears of Time	unk
5301	1205	時の跳躍	Time Warp	unk
5302	1206	時の予告	Death Sentence	unk
5303	1207	時の逆流	Time Reversal	unk
5304	1208	時の停留	Time Stop	unk
5305	1209	ブランク	BLANK	unk
5306	1210			unk
5307	1211	ブランク	BLANK	unk
5308	1212			unk
5309	1213	ブランク	Blank	unk
5310	1214	絶対権力	Absolute Power	unk
5311	1215	否定	Denial	unk
5312	1216	同調	Synchronicity	unk
5313	1217	自動回復25％	Auto-Recover 25%	unk
5314	1218	自動回復40％	Auto-Recover 40%	unk
5315	1219	自動回復70％	Auto-Recover 70%	unk
5316	1220	殴りかかる	Pounce Punch	unk
5317	1221	絶望の衣	Cloak of Despair	unk
5318	1222	幾万の絶望	Infinite Despair	unk
5319	1223	自動修復	Auto Recovery	unk
5320	1224	緊急修復	Urgent Recovery	unk
5321	1225	ブランク	Blank	unk
5322	1226	総攻撃	All-out Attack	unk
5323	1227	メギドラオン	Megidolaon	unk
5324	1228	ブランク	BLANK	unk
5325	1229	ブランク	BLANK	unk
5326	1230	ブランク	Blank	unk
5327	1231	火炎の暴嵐	Flame Tempest	unk
5328	1232	氷結の暴嵐	Frost Tempest	unk
5329	1233	閃光の暴嵐	Saint Tempest	unk
5330	1234	暗闇の暴嵐	Umbral Tempest	unk
5331	1235	ブランク	Blank	unk
5332	1236	セイントスピア	Saint Spear	unk
5333	1237	真空裂断	Air Slice	unk
5334	1238	ブランク	Blank	unk
5335	1239	フレイムオーラ	Flame Aura	unk
5336	1240	アイスオーラ	Frost Aura	unk
5337	1241	セイントオーラ	Saint Aura	unk
5338	1242	ダークネスオーラ	Umbral Aura	unk
5339	1243	フレイムオーラ	Flame Aura	unk
5340	1244	アイスオーラ	Frost Aura	unk
5341	1245	セイントオーラ	Saint Aura	unk
5342	1246	ダークネスオーラ	Umbral Aura	unk
5343	1247	ブランク	Blank	unk
5344	1248	怒気	Rage	unk
5345	1249	開闢の一撃	Origin Strike	unk
5346	1250	ブランク	Blank	unk
5347	1251	リテイク	Retake	unk
5348	1252	タイムアクセル	Time Accelerate	unk
5349	1253	ブランク	Blank	unk
5350	1254	カモシダーマン！	Kamoshidaman!	unk
5351	1255	（仮）見得スキル	RESERVE SKILL	unk
5352	1256	（仮）見得スキル	RESERVE SKILL	unk
5353	1257	（仮）見得スキル	RESERVE SKILL	unk
5354	1258	（仮）見得スキル	RESERVE SKILL	unk
5355	1259	（仮）見得スキル	RESERVE SKILL	unk
5356	1260	（仮）見得スキル	RESERVE SKILL	unk
5357	1261	（仮）見得スキル	RESERVE SKILL	unk
5358	1262	（仮）見得スキル	RESERVE SKILL	unk
5359	1263	ブランク	Blank	unk
5360	1264	ブランク	BLANK	unk
5361	1265	ブランク	Blank	unk
5362	1266	連鎖の風撃	Windstrike Link	unk
5363	1267	連鎖の風	Gale Link	unk
5364	1268	ブランク	Blank	unk
5365	1269	ブランク	BLANK	unk
5366	1270	ブランク	BLANK	unk
5367	1271	ブランク	BLANK	unk
5368	1272	ブランク	BLANK	unk
5369	1273	ブランク	BLANK	unk
5370	1274	ブランク	BLANK	unk
5371	1275	ブランク	BLANK	unk
5372	1276	ブランク	BLANK	unk
5373	1277	ブランク	BLANK	unk
5374	1278	ブランク	BLANK	unk
5375	1279	ブランク	BLANK	unk
5376	1280	ブランク	Blank	unk
5377	1281	漢式・髑髏特攻撃	Skull Bro-Bash	unk
5378	1282	新・どーん☆	Brand☆New☆Bam	unk
5379	1283	花鳥風月	Kacho Fugetsu	unk
5380	1284	２つの雷光	Lightning Duo	unk
5381	1285	探偵王子アタック	Prince Pincer	unk
5382	1286	運命との決別	Severed Fate	unk
5383	1287	会長連撃剣	Presidential Combo	unk
5384	1288	絆の一撃	Strike of Bonds	unk
5385	1289	ハングリーシャウト	Roar of Hunger	unk
5386	1290	正義の鉄槌	Trainee Air Raid	unk
